test_name,rRMSE,pde_loss,bc_loss,ic_loss,total_loss,runtime,num_layers,num_nodes,activation_func,epochs,grid_size,learning_rate
burgers_2d_140,0.11752848327159882,0.005553326103836298,4.2772160668391734e-05,0.004298580810427666,0.009894679300487041,141.13249492645264,7,38,sin,9834,136,3.494722934898947e-05
burgers_2d_141,0.06681856513023376,0.0013934050220996141,9.721386959427036e-06,0.0022825775668025017,0.003685703966766596,176.15009832382202,3,42,tanh,29395,94,0.002753241167743
burgers_2d_142,0.11203008890151978,4.710897701443173e-05,3.3472306881776603e-07,9.515785495750606e-05,0.00014260155148804188,666.8617136478424,7,45,tanh,74003,82,4.284883442473674e-05
burgers_2d_143,0.05799966678023338,6.976613076403737e-05,5.108223376737442e-06,4.246828757459298e-05,0.00011734264262486249,669.542147397995,4,87,tanh,62177,177,0.0005641838073356
burgers_2d_144,0.6469715237617493,0.054198265075683594,0.0032416190952062607,0.12504595518112183,0.18248584866523743,248.24989318847656,3,90,relu,56114,32,0.0002458510908904
burgers_2d_145,0.6423360705375671,0.05605001002550125,0.002342101652175188,0.12452702969312668,0.18291914463043213,62.21269917488098,3,78,relu,6835,200,0.0247671134951059
burgers_2d_146,0.17837022244930267,0.00901554711163044,3.1287789170164615e-05,0.008977728895843029,0.018024563789367676,233.6468243598938,6,95,swish,13957,112,1.906102151585144e-05
burgers_2d_147,0.23044922947883606,0.021965516731142998,0.00011155779793625697,0.01871243491768837,0.04078950732946396,279.4139504432678,4,7,sin,48516,198,0.0002669223255791
burgers_2d_148,0.21948213875293732,0.0008821008377708495,1.640959794713126e-06,0.0016077423933893442,0.0024914841633290052,260.5097711086273,3,52,tanh,55936,34,0.0002052723806855
burgers_2d_149,0.03860604763031006,6.115838004916441e-06,1.5489084148612164e-07,2.020188958340441e-06,8.290918231068645e-06,2088.9053163528442,10,84,swish,27190,128,0.0006335194306642
burgers_2d_150,0.231981098651886,8.950994015322067e-06,5.710435289074667e-07,1.036662752085249e-06,1.0558700523688458e-05,907.4678888320923,9,83,swish,54418,80,0.000801821171103
burgers_2d_151,1.2933987379074097,0.0,0.5079044103622437,0.7506842613220215,1.2585886716842651,1465.7902574539185,9,13,swish,95311,153,0.011389914023215
burgers_2d_152,0.14171531796455383,0.007799400482326746,0.0001644747389946133,0.0064966073259711266,0.014460482634603977,436.25184082984924,6,10,swish,39614,172,4.016987413489314e-05
burgers_2d_153,1.6310760974884033,0.013371826149523258,1.2533118724822998,1.1236974000930786,2.390381097793579,3976.0550804138184,9,72,sin,78876,169,0.0338302303900419
burgers_2d_154,0.4327523410320282,0.03771413490176201,0.0002696345327422023,0.049116771668195724,0.08710053563117981,629.9517760276794,6,8,sigmoid,80090,36,4.288165669108636e-05
burgers_2d_155,0.0773581862449646,0.003612037980929017,5.219177546678111e-05,0.003258439479395747,0.006922669243067503,1747.3575019836426,9,60,sigmoid,73661,187,1.3931863071206489e-05
