pde,depth,width,activation,learning_rate,adam_beta2,adam_epochs,lbfgs_iters,grid_size,la_bc,adam_final_rrmse,final_rrmse,adam_time,lbfgs_time,training_time,seed
pde3,5,50,tanh,5e-05,0.999,80000,200,100,1.0,0.0007543637766502798,0.0007464090012945235,8781.384911298752,30.380025148391724,8811.764936447144,42
pde4,2,10,sin,0.05,0.999,80000,200,100,1.0,0.5222294330596924,0.5209345817565918,312.3802227973938,11.733423948287964,324.11364674568176,123
pde4,2,10,sin,0.005,0.999,80000,200,100,1.0,0.5267291069030762,0.4949362277984619,16144.24003314972,630.5984046459198,16774.83843779564,42
pde4,2,10,sin,0.0005,0.999,80000,200,100,1.0,0.5262963771820068,0.5262959599494934,18430.955063819885,96.89196968078613,18527.84703350067,42
pde4,2,10,sin,5e-05,0.999,80000,200,100,1.0,0.6201289296150208,0.5649437308311462,19401.606775522232,141.68953204154968,19543.29630756378,42
pde4,2,10,swish,0.05,0.999,80000,200,100,1.0,0.5013563632965088,0.4999907612800598,9575.411028862,263.5165762901306,9838.92760515213,42
pde4,2,10,swish,0.005,0.999,80000,200,100,1.0,0.5026659965515137,0.5026779770851135,20516.328206777573,77.0839455127716,20593.412152290344,42
pde4,2,10,swish,0.0005,0.999,80000,200,100,1.0,0.49478936195373535,0.494794636964798,19339.83585000038,15.83055067062378,19355.666400671005,42
pde4,2,10,swish,5e-05,0.999,80000,200,100,1.0,0.8098273873329163,0.5001205205917358,20157.785378456116,285.08833169937134,20442.873710155487,42
pde4,2,10,tanh,0.05,0.999,80000,200,100,1.0,0.27033984661102295,0.23913277685642242,12522.424981832504,265.4900050163269,12787.914986848831,42
pde4,2,10,tanh,0.005,0.999,80000,200,100,1.0,0.44065654277801514,0.44057267904281616,11319.195502519608,214.14262509346008,11533.338127613068,42
pde4,2,10,tanh,0.0005,0.999,80000,200,100,1.0,0.4448835849761963,0.44488319754600525,13031.001795053482,118.28502464294434,13149.286819696426,42
pde4,2,10,tanh,5e-05,0.999,80000,200,100,1.0,0.5090345740318298,0.3882010877132416,14161.404990196228,1047.6551501750946,15209.060140371323,42
pde4,2,50,sin,0.05,0.999,80000,200,100,1.0,0.5288811922073364,0.5281667709350586,10582.640504598618,264.01400899887085,10846.654513597488,42
pde4,2,50,sin,0.005,0.999,80000,200,100,1.0,0.521225094795227,0.521229088306427,7870.195311307907,129.35235047340393,7999.547661781311,42
pde4,2,50,sin,0.0005,0.999,80000,200,100,1.0,0.5205901265144348,0.5205786228179932,20138.387218236923,207.33216977119446,20345.719388008118,42
pde4,2,50,sin,5e-05,0.999,80000,200,100,1.0,0.5875514149665833,0.5875592231750488,14151.73625922203,323.9156537055969,14475.651912927628,42
pde4,2,50,swish,0.05,0.999,80000,200,100,1.0,0.395025372505188,0.35260462760925293,10545.338390111923,309.14131116867065,10854.479701280594,42
pde4,2,50,swish,0.005,0.999,80000,200,100,1.0,0.5131205916404724,0.5131338238716125,5419.116560220718,83.23363971710205,5502.35019993782,42
pde4,2,50,swish,0.0005,0.999,80000,200,100,1.0,0.5128237009048462,0.37758055329322815,7538.164130687714,1592.4699416160583,9130.634072303772,42
