pde,trial,d_hidden,d_model,mapping_size,n_params,lbfgs_iters,final_rrmse,final_rmae,train_time,seed
pde7,27,256,64,48,204623,1000,0.009257791534367473,,702.358240365982,42
pde7,28,128,32,16,108719,1000,0.013498582970025477,,566.398402929306,42
pde7,29,768,64,48,763215,1000,0.009671941343662076,,1544.133049249649,42
pde7,30,768,128,16,892815,1000,0.013805509778460517,,2307.3200080394745,42
pde7,31,512,128,80,547983,1000,0.013564258280129518,,1166.9010362625122,42
pde7,32,128,32,64,111791,1000,0.011261605845468139,,543.3481729030609,42
pde7,33,768,32,112,710703,1000,0.013914979932545892,,1720.4417841434479,42
pde7,34,128,64,32,144847,1000,0.010258771592620465,,601.1425185203552,42
pde7,35,768,32,16,704559,1000,0.023325115708969484,,2206.4141018390656,42
pde7,36,512,16,112,350879,1000,0.014812169726124653,,1345.4819376468658,42
pde7,37,512,16,128,351391,1000,0.008767066757041956,,1590.4085714817047,42
pde7,38,512,16,48,348831,1000,0.0186406743051605,,1435.9821088314056,42
pde7,39,512,32,128,375087,1000,0.011589570529624468,,1256.7966122627258,42
pde7,40,512,64,64,420431,1000,0.01395269520439734,,1227.7215933799744,42
pde7,41,512,64,96,424527,1000,0.008328647099442402,,964.9421896934509,42
pde7,42,256,32,32,163375,1000,0.0094898808520285,,756.1132926940918,42
pde7,43,512,128,64,543887,1000,0.00834055835952898,,1219.3132510185242,42
pde7,44,768,32,64,707631,1000,0.008327895788203015,,1655.4789779186249,42
pde7,45,128,128,112,260111,1000,0.008707576761648864,,781.707405090332,42
pde7,46,768,16,96,682911,1000,0.01815950537154064,,1985.2076513767242,42
pde7,47,256,128,64,313743,1000,0.010375893871623222,,868.331928730011,42
pde8,0,768,64,32,761167,1000,0.008577858534145466,0.008562244270689608,4791.753257513046,42
pde8,1,256,64,64,206671,1000,0.005705706246314809,0.005937747121688894,2588.8998715877533,42
pde8,2,256,16,128,149919,1000,0.01603823122165344,0.016547447076639635,2294.6602585315704,42
pde8,3,512,32,112,374063,1000,0.023485951271985026,0.024935429710833935,2814.86310839653,42
pde8,4,768,32,80,708655,1000,0.021592076622278616,0.022167279349251817,3752.202267885208,42
pde8,5,768,64,16,759119,1000,0.022834927923359644,0.024197751461598797,3931.649393796921,42
pde8,6,128,16,48,95775,1000,0.012454839318314034,0.012673263157570738,1884.0190870761871,42
pde8,7,512,128,128,560271,1000,0.006295635681407601,0.006508298520980183,3542.5830121040344,42
pde8,8,768,32,112,710703,1000,0.027723631223957598,0.028666807661010523,4237.727858066559,42
pde8,9,768,16,128,683935,1000,0.021653513339582806,0.022244051619561396,3734.148941040039,42
pde8,10,768,16,112,683423,1000,0.05067704830068936,0.051786355201982534,3534.9852409362793,42
pde8,11,768,32,32,705583,1000,0.031787057483726865,0.033136696442236054,4241.379236459732,42
pde8,12,256,128,80,317839,1000,0.006492543396655825,0.0067882508553120625,2923.36940574646,42
pde8,13,768,64,64,765263,1000,0.010680686932485629,0.011260051162469397,4142.175809383392,42
pde8,14,128,128,128,264207,1000,0.004243513281775819,0.00433824675015037,2708.508614063263,42
pde8,15,512,128,32,535695,1000,0.009165871626680021,0.009749784787187899,3168.1198225021362,42
pde8,16,512,64,16,414287,1000,0.007954788626920038,0.007688362551635785,3506.2015912532806,42
pde8,17,512,16,128,351391,1000,0.01074118172409113,0.011032481637658699,3141.2555270195007,42
pde8,18,768,16,96,682911,1000,0.012057308259226848,0.012115468874765079,4073.4812331199646,42
pde8,19,768,128,16,892815,1000,0.0422370171887373,0.04303355313422414,4090.6234986782074,42
pde8,20,256,32,128,169519,1000,0.007650402154885148,0.007903335751153958,2611.307785987854,42
pde8,21,256,128,16,301455,1000,0.024679542999526318,0.02576560786986768,2557.306298971176,42
pde8,22,256,64,48,204623,1000,0.009623671543400185,0.010313663207665209,2704.519938468933,42
pde8,23,512,32,80,372015,1000,0.034530654328341466,0.03583510618761739,2691.9357855319977,42
pde8,24,128,32,64,111791,1000,0.006313349066416069,0.006316640933361027,1991.3617420196533,42
pde8,25,128,16,80,96799,1000,0.010494968705584319,0.010751584874017877,1786.0303514003754,42
pde8,26,768,64,96,769359,1000,0.011611287705524151,0.012456052523569799,4841.418686389923,42
pde8,27,512,16,64,349343,1000,0.01627800938451932,0.01658563388587641,2902.713045835495,42
pde8,28,128,32,48,110767,1000,0.014588109041531386,0.015187638143616667,2189.000911474228,42
pde8,29,128,64,80,150991,1000,0.00248949544982073,0.0024292269188674028,2284.0968070030212,42
pde8,30,768,64,80,767311,1000,0.0322122845196752,0.03359706539869954,4334.434698820114,42
pde8,31,256,16,96,148895,1000,0.008780875929743666,0.009295723095977192,2451.9189167022705,42
pde8,32,128,32,112,114863,1000,0.0093162422673837,0.009592945456446348,1743.2528321743011,42
pde8,33,512,16,112,350879,1000,0.028579063160984436,0.028516203018284926,2545.637656211853,42
pde8,34,256,128,128,330127,1000,0.005440807520432704,0.005662844314567703,2842.970085144043,42
pde8,35,512,64,64,420431,1000,0.014066641260492311,0.014879567162863351,3006.8992404937744,42
pde8,36,768,128,48,901007,1000,0.017775827805654464,0.018873956098822194,4617.944253444672,42
pde8,37,768,16,80,682399,1000,0.015665506463893045,0.01598748986368205,4070.6866838932037,42
pde8,38,768,128,112,917391,1000,0.0040844470946296094,0.003946339330863875,4749.294185161591,42
pde8,39,256,32,112,168495,1000,0.005938394500018848,0.006043000579902536,2321.7821860313416,42
pde8,40,768,32,96,709679,1000,0.016811525320637965,0.01705759995979292,3520.099383354187,42
pde8,41,512,64,48,418383,1000,0.005821007364138602,0.006079538321288238,3310.3748083114624,42
pde8,42,512,16,96,350367,1000,0.011419443921977027,0.011502227811641232,2818.3872015476227,42
pde8,43,512,16,32,348319,1000,0.036871349687032935,0.03924176809125557,2881.627999305725,42
pde8,44,768,128,128,921487,1000,0.013221018890734498,0.014082857149279017,5009.216431379318,42
pde8,45,256,64,16,200527,1000,0.005239323908963357,0.005409965106819123,2850.8025810718536,42
pde8,46,128,16,128,98335,1000,0.00498223939172051,0.00486028119235751,2023.411655664444,42
pde8,47,256,128,112,326031,1000,0.0024715094595173437,0.002523796424726221,2965.406767129898,42
ch6_conv50,0,256,32,112,168495,1000,1.0901907926311136,1.038318413655416,1225.7437841892242,42
ch6_conv50,1,128,128,80,251919,1000,1.1119964882001285,1.049933106335908,1635.0108840465546,42
ch6_conv50,2,512,16,80,349855,1000,1.0123310316665963,0.9970860440526994,1562.0529010295868,42
ch6_conv50,3,256,64,112,212815,1000,1.29936575056369,1.1686265016137882,1523.6403164863586,42
ch6_conv50,4,512,128,64,543887,1000,0.06719233760533777,0.06519076441085002,2532.616867542267,42
ch6_conv50,5,768,32,64,707631,1000,1.7717926983789014,1.6220940959481478,2503.778112888336,42
ch6_conv50,6,768,128,48,901007,1000,0.02090364330249412,0.019763403668712234,2798.0921766757965,42
ch6_conv50,7,128,128,112,260111,1000,1.1324938054928753,1.0616409871334882,1615.4357633590698,42
ch6_conv50,8,512,128,96,552079,1000,0.04187094474121085,0.04095082635953024,2560.313812017441,42
ch6_conv50,9,256,32,64,165423,1000,1.0645849822893312,1.0245212167558773,1068.2708241939545,42
ch6_conv50,10,512,16,48,348831,1000,1.1291684673638593,1.059900612852935,1590.9463312625885,42
ch6_conv50,11,768,16,64,681887,1000,1.1246302229309966,1.0581593249912522,1347.42924284935,42
ch6_conv50,12,768,16,48,681375,1000,1.6405617568065325,1.4613655240737746,1887.9809942245483,42
ch6_conv50,13,128,32,112,114863,1000,1.0175069811643944,0.9995963836099699,960.8878991603851,42
ch6_conv50,14,768,64,128,773455,1000,0.34989573096481685,0.33738221259932094,2880.6347663402557,42
ch6_conv50,15,512,128,48,539791,1000,0.046146259649603436,0.04523872389931653,2417.940463066101,42
ch6_conv50,16,128,16,64,96287,1000,0.993381053726503,0.9803820189887894,850.6618573665619,42
ch6_conv50,17,512,32,48,369967,1000,1.4069411908683374,1.2487380977053435,1296.084963798523,42
ch6_conv50,18,256,16,32,146847,1000,1.0718651485430668,1.027961999870065,1009.9393961429596,42
ch6_conv50,19,256,64,16,200527,1000,0.013738138421672,0.011844989621959623,1426.9013545513153,42
ch6_conv50,20,128,32,96,113839,1000,1.3395185782819974,1.1977247862797045,790.5595977306366,42
ch6_conv50,21,768,128,32,896911,1000,0.16644176095597255,0.1623218048539663,3844.7673757076263,42
ch6_conv50,22,512,128,112,556175,1000,0.12336056056508725,0.12118786341285674,2487.5054535865784,42
ch6_conv50,23,128,64,80,150991,1000,1.7380960574674382,1.5766029112630389,1068.0813760757446,42
ch6_conv50,24,256,16,112,149407,1000,1.0369348479824516,1.0080570645278804,1033.2933323383331,42
ch6_conv50,25,128,128,32,239631,1000,1.5149277114299868,1.3416029251972403,1805.7148087024689,42
ch6_conv50,26,512,32,32,368943,1000,1.0223629757148924,1.00232986843413,1841.3048512935638,42
ch6_conv50,27,512,64,96,424527,1000,0.08342638182154245,0.08221017871102045,2406.5003349781036,42
ch6_conv50,28,512,64,48,418383,1000,1.000269805651587,0.9887457082374291,2001.6389331817627,42
ch6_conv50,29,768,128,64,905103,1000,0.11071538216466009,0.106458809202245,3854.383358001709,42
ch6_conv50,30,768,64,80,767311,1000,0.9934854959746864,0.9805188302446892,2323.488247871399,42
ch6_conv50,31,512,32,96,373039,1000,1.1220410978359423,1.0564258984139505,1352.9109966754913,42
ch6_conv50,32,768,128,112,917391,1000,0.049689635619944904,0.04851742520935093,3345.3919818401337,42
ch6_conv50,33,768,128,128,921487,1000,0.6338284357609775,0.5741805584978348,3944.9023253917694,42
ch6_conv50,34,256,16,16,146335,1000,1.1316795439094378,1.0619586382882569,845.9007747173309,42
ch6_conv50,35,512,128,32,535695,1000,1.5096475606556286,1.3346743118625926,2293.4957087039948,42
ch6_conv50,36,256,16,128,149919,1000,1.069545587858711,1.0259162802336206,925.4723482131958,42
ch6_conv50,37,768,16,128,683935,1000,1.1198887384353964,1.0554975870901326,1323.5977566242218,42
ch6_conv50,38,512,16,64,349343,1000,1.7079700756073406,1.536322060277379,1493.8433196544647,42
ch6_conv50,39,128,32,80,112815,1000,1.1127232041447959,1.0510774743582785,1055.9755442142487,42
ch6_conv50,40,768,32,80,708655,1000,1.0772188428626988,1.031429004575366,1827.433528661728,42
ch6_conv50,41,768,32,128,711727,1000,1.0209715504415824,0.9979562272622508,1832.4978168010712,42
ch6_conv50,42,256,64,32,202575,1000,0.021642327759132777,0.020091084471145593,1807.6661880016327,42
ch6_conv50,43,128,16,16,94751,1000,1.4740364499520495,1.3031313093211463,709.3005483150482,42
ch6_conv50,44,256,128,48,309647,1000,0.058012471771169756,0.05714757303561141,2322.306499004364,42
ch6_conv50,45,128,64,16,142799,1000,1.3960185250573482,1.240295872331923,724.3041577339172,42
ch6_conv50,46,256,128,80,317839,1000,0.053637448776694796,0.052364969106605125,1982.763324022293,42
ch6_conv50,47,128,64,96,153039,1000,1.0374291454969415,1.0027843369180782,1193.3858652114868,42
ch6_conv100,0,512,32,96,373039,1000,1.159797520580588,1.0774899753948077,1312.404895067215,42
ch6_conv100,1,128,32,128,115887,1000,0.9961162838613001,0.986979287846347,808.6165890693665,42
ch6_conv100,2,512,128,64,543887,1000,1.169136119737423,1.0837324001997342,1762.171416759491,42
ch6_conv100,3,128,128,112,260111,1000,1.149002957210679,1.0712443348962963,1214.771152496338,42
ch6_conv100,4,256,64,96,210767,1000,1.1623103726251545,1.0790203945498311,1024.4237339496613,42
ch6_conv100,5,768,128,80,909199,1000,1.160109581597597,1.0783037277759047,2489.7820661067963,42
ch6_conv100,6,128,64,64,148943,1000,1.0737659307021257,1.028129246463096,1055.2252840995789,42
ch6_conv100,7,768,32,80,708655,1000,1.179040590782562,1.0896076047884413,1465.8181886672974,42
ch6_conv100,8,768,128,48,901007,1000,1.1237993880414128,1.056101010587539,2380.2740790843964,42
ch6_conv100,9,512,64,48,418383,1000,1.2271580270594848,1.1196608278440892,1382.3299481868744,42
ch6_conv100,10,128,128,32,239631,1000,1.1745940198359657,1.0855487465028408,1193.4064252376556,42
ch6_conv100,11,256,16,80,148383,1000,1.2401075475573757,1.129531902128874,1116.9074487686157,42
ch6_conv100,12,128,32,64,111791,1000,1.1929114919819803,1.0996641532197715,926.0732312202454,42
ch6_conv100,13,768,32,32,705583,1000,1.305861297786776,1.1738470473726512,1563.2087352275848,42
ch6_conv100,14,256,32,80,166447,1000,1.051755631484117,1.0178987430765853,957.5684823989868,42
ch6_conv100,15,512,32,128,375087,1000,1.0321070354747486,1.005920198060397,1353.5365023612976,42
ch6_conv100,16,768,128,128,921487,1000,1.1808665889554566,1.0898044096162016,2523.960579395294,42
ch6_conv100,17,128,16,96,97311,1000,1.2584137700059879,1.141944238244561,816.7790172100067,42
ch6_conv100,18,128,64,112,155087,1000,1.0957848392901786,1.0399576902441348,1010.3193924427032,42
ch6_conv100,19,256,16,32,146847,1000,1.035320058480891,1.0094053162228784,1119.855230331421,42
ch6_conv100,20,256,128,64,313743,1000,1.1716994867184178,1.084590872701309,1342.5648112297058,42
ch6_conv100,21,256,128,32,305551,1000,1.1266590147011395,1.0589533667129154,1544.3319833278656,42
ch6_conv100,22,512,16,64,349343,1000,1.0679365807315766,1.0266616225398613,1284.3869981765747,42
ch6_conv100,23,128,128,128,264207,1000,1.1616530062156403,1.078629907537333,1222.7843480110168,42
ch6_conv100,24,128,16,112,97823,1000,0.986017565369275,0.9767297018678491,965.7322256565094,42
ch6_conv100,25,768,32,64,707631,1000,1.1582322679851385,1.0765295253196996,1865.341471195221,42
ch6_conv100,26,512,32,80,372015,1000,1.1870609536915626,1.0944213692676532,1336.301596403122,42
ch6_conv100,27,256,64,32,202575,1000,1.2815111025443586,1.1565071312029536,1093.8922922611237,42
ch6_conv100,28,512,16,16,347807,1000,1.1118588932472706,1.0498497740567654,1222.2353479862213,42
ch6_conv100,29,256,128,96,321935,1000,1.1406725272841614,1.066683410187092,1233.2348172664642,42
ch6_conv100,30,512,64,80,422479,1000,1.1261105601707055,1.0585926866230213,1336.9183974266052,42
ch6_conv100,31,512,64,16,414287,1000,1.3289781853234832,1.1896535120620464,1431.8570046424866,42
ch6_conv100,32,768,32,128,711727,1000,1.210683617539177,1.1099250768833129,1358.0788986682892,42
ch6_conv100,33,768,16,112,683423,1000,1.1359679884736988,1.0644295728872295,1556.7654135227203,42
ch6_conv100,34,256,64,48,204623,1000,1.229050879911037,1.1217709406235643,1136.7859749794006,42
ch6_conv100,35,128,32,96,113839,1000,1.0214682203174859,1.0012164614795158,1034.8472340106964,42
ch6_conv100,36,128,64,48,146895,1000,1.1298629848595743,1.059720709747371,1042.5233001708984,42
ch6_conv100,37,128,64,80,150991,1000,1.138172472787364,1.0657350895659754,1088.7543239593506,42
ch6_conv100,38,768,64,48,763215,1000,1.2091873744611135,1.108731111528542,2131.8150928020477,42
ch6_conv100,39,128,32,16,108719,1000,1.2835129220551456,1.1579817759000361,946.4689700603485,42
ch6_conv100,40,512,128,32,535695,1000,1.1821184684654416,1.092270560410562,1730.6450593471527,42
ch6_conv100,41,768,32,48,706607,1000,1.2237329162138237,1.1175132991216994,1820.2934725284576,42
ch6_conv100,42,512,16,128,351391,1000,1.1549341346642947,1.076111739773502,1177.9975814819336,42
ch6_conv100,43,512,128,96,552079,1000,1.2627076028472823,1.143377583147586,1794.7381114959717,42
ch6_conv100,44,256,64,128,214863,1000,1.141120663752761,1.0664209330580487,1176.1972699165344,42
ch6_conv100,45,128,64,128,157135,1000,1.0335891822498708,1.006318409864161,992.5822579860687,42
ch6_conv100,46,768,64,64,765263,1000,1.045292418589588,1.0118180132400063,2094.7151367664337,42
ch6_conv100,47,128,16,80,96799,1000,1.2642056803919202,1.1448516576935965,955.6036949157715,42
ch6_react6,0,512,128,128,560271,1000,0.022528420445878664,0.008372650787315151,422.7069010734558,42
ch6_react6,1,256,16,32,146847,1000,0.9968838551629752,0.9934861855015502,442.2573211193085,42
ch6_react6,2,768,128,16,892815,1000,0.03730951539324635,0.015821505002241984,752.8636705875397,42
ch6_react6,3,768,64,80,767311,1000,0.03442020800082933,0.013110050294782016,582.2478454113007,42
ch6_react6,4,512,16,32,348319,1000,0.996699058168496,0.993301590406473,966.4156413078308,42
ch6_react6,5,256,16,96,148895,1000,0.023406339829677093,0.008164686709150727,303.98682045936584,42
ch6_react6,6,128,64,16,142799,1000,0.033280063877488206,0.013905792618305626,302.47050976753235,42
ch6_react6,7,128,32,48,110767,1000,0.029574181605175068,0.010014646036411425,263.1859610080719,42
ch6_react6,8,256,16,16,146335,1000,0.9969546074384056,0.9935742692723245,584.1734538078308,42
ch6_react6,9,768,64,48,763215,1000,0.03444194293619297,0.012054309231566616,663.6465892791748,42
ch6_react6,10,512,32,112,374063,1000,0.03144528477244308,0.011395869793660899,365.7286968231201,42
ch6_react6,11,256,128,96,321935,1000,0.02620399581237044,0.010071834466875984,316.00825333595276,42
ch6_react6,12,512,32,16,367919,1000,0.026570372298191796,0.011782922742121393,454.87475538253784,42
ch6_react6,13,768,32,16,704559,1000,0.030182023504733087,0.012872848818734904,713.6119089126587,42
ch6_react6,14,128,32,112,114863,1000,0.01936288057190567,0.006641952894028085,267.3026554584503,42
ch6_react6,15,768,128,112,917391,1000,0.030393350922312178,0.011200309380639446,544.602059841156,42
ch6_react6,16,768,16,32,680863,1000,0.04531210700273161,0.017919792965525184,1153.355361700058,42
ch6_react6,17,512,128,32,535695,1000,0.026194770486730877,0.011151948559350684,487.485990524292,42
ch6_react6,18,256,128,16,301455,1000,0.029509256130217643,0.011122111703760085,520.9537487030029,42
ch6_react6,19,512,128,48,539791,1000,0.02361623831907848,0.009722982809474293,433.86621022224426,42
ch6_react6,20,768,128,64,905103,1000,0.023913481204578788,0.00862222138500751,551.0411927700043,42
ch6_react6,21,512,64,48,418383,1000,0.025300818225997366,0.010751072913976343,436.22521686553955,42
ch6_react6,22,512,64,32,416335,1000,0.03186725806647243,0.01398306490077774,554.036767244339,42
ch6_react6,23,256,16,64,147871,1000,0.9967682851584942,0.9932837297700151,555.5852539539337,42
ch6_react6,24,768,32,112,710703,1000,0.026043323772456953,0.010244606692223697,977.037291765213,42
ch6_react6,25,128,64,32,144847,1000,0.018137036564640854,0.007636335025118908,294.96020221710205,42
ch6_react6,26,512,64,64,420431,1000,0.027200222108137277,0.011161576850947924,439.43516063690186,42
ch6_react6,27,128,16,64,96287,1000,0.021293177545667244,0.008313544145246954,358.31208896636963,42
ch6_react6,28,128,64,112,155087,1000,0.020061174660881104,0.007190561306216349,323.0548028945923,42
ch6_react6,29,256,64,80,208719,1000,0.027225088207997343,0.010532105723295207,364.08107686042786,42
ch6_react6,30,768,128,32,896911,1000,0.026090786597744425,0.009903726373714283,530.6678230762482,42
ch6_react6,31,128,128,112,260111,1000,0.020070822534601553,0.008189370426696279,334.4607162475586,42
ch6_react6,32,128,32,128,115887,1000,0.015359267747959001,0.005754699058130159,325.700217962265,42
ch6_react6,33,256,32,128,169519,1000,0.012628569132266966,0.0052069352234676985,349.2752242088318,42
ch6_react6,34,256,16,128,149919,1000,0.022133286718514302,0.008406292670178506,351.5666286945343,42
ch6_react6,35,128,16,48,95775,1000,0.02407080785885794,0.007783433934739772,262.5860171318054,42
ch6_react6,36,768,16,64,681887,1000,0.9960387259385148,0.9921322951574185,957.9145321846008,42
ch6_react6,37,768,64,112,771407,1000,0.027386026188131036,0.01045666388633013,488.74906635284424,42
ch6_react6,38,128,32,16,108719,1000,0.02123563848892249,0.00866389746071687,395.02735567092896,42
ch6_react6,39,256,64,112,212815,1000,0.02476131228274209,0.009077715338500728,304.2465169429779,42
ch6_react6,40,768,32,64,707631,1000,0.07293224265584243,0.028582892848216142,819.3346636295319,42
ch6_react6,41,256,128,32,305551,1000,0.02044082123653918,0.006318423400585677,321.19808745384216,42
ch6_react6,42,128,128,96,256015,1000,0.014338311056669441,0.00591313388890973,315.52501678466797,42
ch6_react6,43,768,128,48,901007,1000,0.0330360137985867,0.012518263679281503,625.4690880775452,42
ch6_react6,44,768,32,32,705583,1000,0.034835391225438564,0.014230780453854628,684.0751266479492,42
ch6_react6,45,128,64,96,153039,1000,0.02029161041690342,0.0077679071541855915,279.20979022979736,42
ch6_react6,46,128,64,80,150991,1000,0.0191060986569018,0.0064850821640426125,265.9203028678894,42
ch6_react6,47,768,32,80,708655,1000,0.037389000485255,0.014452634847008329,869.9838380813599,42
ch6_wave44,0,512,32,48,369967,1000,0.15115709763904472,0.1402402266705487,5708.871301651001,42
ch6_wave44,1,128,128,96,256015,1000,0.007447012161594147,0.007117623598210979,4338.304562807083,42
ch6_wave44,2,256,128,96,321935,1000,0.012426204340627743,0.011734123821582832,4625.033993244171,42
ch6_wave44,3,128,32,80,112815,1000,0.02149884045689894,0.020686485074407162,3313.180743455887,42
ch6_wave44,4,768,64,32,761167,1000,0.023459357154602085,0.021704459326182243,6837.428181171417,42
ch6_wave44,5,256,16,96,148895,1000,0.05836150988372423,0.05374439654359787,4075.3495161533356,42
ch6_wave44,6,128,64,32,144847,1000,0.014204840678016344,0.013731510093765893,3519.151662349701,42
ch6_wave44,7,256,128,64,313743,1000,0.018604385471377122,0.017708090259309063,4842.679750919342,42
ch6_wave44,8,768,128,80,909199,1000,0.018830354709088764,0.01720108443824252,8000.337960243225,42
ch6_wave44,9,256,64,64,206671,1000,0.02230533324560507,0.02173714932885995,4574.563983440399,42
ch6_wave44,10,128,64,48,146895,1000,0.022629899163913923,0.021642486132594833,3449.4177780151367,42
ch6_wave44,11,512,16,80,349855,1000,0.16186025445741598,0.1498085669394155,5602.336595773697,42
ch6_wave44,12,512,128,112,556175,1000,0.011338447238364366,0.011050487379457833,5879.686557769775,42
ch6_wave44,13,256,32,32,163375,1000,0.035096604383079495,0.03231676710637716,3914.3681485652924,42
ch6_wave44,14,256,32,64,165423,1000,0.03546871822067348,0.03391494475720265,3542.320775985718,42
ch6_wave44,15,256,32,128,169519,1000,0.02474336795008222,0.023180669435146913,3945.7867488861084,42
ch6_wave44,16,768,128,16,892815,1000,0.018052621275378482,0.017240601381617916,7244.372211694717,42
ch6_wave44,17,768,64,80,767311,1000,0.02069505327602145,0.019505423817674606,7010.5669322013855,42
ch6_wave44,18,128,128,32,239631,1000,0.015348220601066446,0.014797335966603578,4482.806979179382,42
ch6_wave44,19,512,128,96,552079,1000,0.018950248098484578,0.01848254799872479,5197.502811908722,42
ch6_wave44,20,768,16,64,681887,1000,0.16721273649468096,0.154306406866904,7486.974175691605,42
ch6_wave44,21,512,64,96,424527,1000,0.021211783170905763,0.020613474339666548,5675.262403726578,42
ch6_wave44,22,128,32,48,110767,1000,0.05728771954813276,0.055087425286503934,3617.5087831020355,42
ch6_wave44,23,256,64,80,208719,1000,0.013763423872821406,0.013279682416040531,4057.120766401291,42
ch6_wave44,24,512,32,80,372015,1000,0.03042744614633253,0.02903245444154833,4600.052268028259,42
ch6_wave44,25,128,32,128,115887,1000,0.020538954522969947,0.020317335084994354,3062.6330099105835,42
ch6_wave44,26,512,16,64,349343,1000,0.05776496752956298,0.05278115378968856,5411.699344396591,42
ch6_wave44,27,512,32,32,368943,1000,0.04132824209463186,0.03839397243647307,5762.519433021545,42
ch6_wave44,28,512,32,128,375087,1000,0.021147610531806308,0.020035095429048706,4706.174966573715,42
ch6_wave44,29,128,32,16,108719,1000,0.04545387109415552,0.04209718836408128,3100.0290360450745,42
ch6_wave44,30,768,64,96,769359,1000,0.022082419046863692,0.021083782154309547,5647.905449390411,42
ch6_wave44,31,128,16,112,97823,1000,0.11392392429371968,0.1067382734624538,3497.9839282035828,42
ch6_wave44,32,256,16,64,147871,1000,0.10284789871531028,0.0946065655945783,4182.335314512253,42
ch6_wave44,33,512,128,32,535695,1000,0.02517333493658742,0.023153620595187614,5688.817781448364,42
ch6_wave44,34,512,64,112,426575,1000,0.023975768925815766,0.022561285896297266,5177.287564277649,42
ch6_wave44,35,128,16,48,95775,1000,0.31999166831688475,0.2999793884302402,3520.550765275955,42
ch6_wave44,36,128,32,64,111791,1000,0.03393739716170838,0.032012715379244626,3647.4795813560486,42
ch6_wave44,37,128,128,128,264207,1000,0.007885412508500368,0.007389514209359614,4432.7549839019775,42
ch6_wave44,38,128,16,96,97311,1000,0.07799370917720672,0.07159924091915187,3467.4590458869934,42
ch6_wave44,39,768,32,80,708655,1000,0.029298671304292374,0.02790427050245256,7012.46372127533,42
ch6_wave44,40,512,32,16,367919,1000,0.21499525897830407,0.20078651889800847,5599.348205566406,42
ch6_wave44,41,768,64,48,763215,1000,0.021405747131554166,0.020500567794874473,7669.68518614769,42
ch6_wave44,42,512,32,112,374063,1000,0.023035950899844386,0.022074997892340246,5202.747420310974,42
ch6_wave44,43,256,128,112,326031,1000,0.00843148031038214,0.0077877202753699635,4677.012494564056,42
ch6_wave44,44,128,128,64,247823,1000,0.017988160325313127,0.017106011250701644,4238.487493991852,42
ch6_wave44,45,128,64,80,150991,1000,0.03160311724654016,0.03034480057183373,3663.8808209896088,42
ch6_wave44,46,128,128,112,260111,1000,0.016058054743232884,0.015358038012922648,4248.921271800995,42
ch6_wave44,47,768,16,128,683935,1000,0.05111913204674683,0.04772445536556789,7328.387019872665,42
ch6_helm3_la500,0,512,128,96,552079,1000,0.020767642571427533,0.02073163562822488,4452.520897388458,42
ch6_helm3_la500,1,256,16,48,147359,1000,0.22442442793328227,0.22296842176495332,2036.4468698501587,42
ch6_helm3_la500,2,512,32,48,369967,1000,0.2502088414570933,0.2518004203761632,2828.4115715026855,42
ch6_helm3_la500,3,256,16,112,149407,1000,0.12470758500173157,0.12627794538397358,2394.564080476761,42
ch6_helm3_la500,4,512,16,16,347807,1000,0.2589326806200564,0.2592098712501868,3499.694968223572,42
ch6_helm3_la500,5,512,64,32,416335,1000,0.0956205256757985,0.09576684846019663,3069.843651533127,42
ch6_helm3_la500,6,128,16,64,96287,1000,0.18521987430335918,0.1876392240371994,2306.778383731842,42
ch6_helm3_la500,7,256,128,32,305551,1000,0.024404766877595723,0.023958030592820444,3840.885274887085,42
ch6_helm3_la500,8,256,16,32,146847,1000,0.3250295101519268,0.32335458285835167,2573.4083018302917,42
ch6_helm3_la500,9,768,32,80,708655,1000,0.10823350267599012,0.11099050353833588,4091.5448381900787,42
ch6_helm3_la500,10,512,64,96,424527,1000,0.059484614763156515,0.06047792856204732,3304.139233350754,42
ch6_helm3_la500,11,512,64,80,422479,1000,0.04690089215294561,0.04747962443751987,3828.339507341385,42
ch6_helm3_la500,12,256,32,96,167471,1000,0.05004881171376302,0.05060134235377458,2491.672214269638,42
ch6_helm3_la500,13,256,128,48,309647,1000,0.031094653076671034,0.03210003757476284,3340.4535598754883,42
ch6_helm3_la500,14,128,128,80,251919,1000,0.016447462055660302,0.01618315514877259,2949.374758720398,42
ch6_helm3_la500,15,512,32,16,367919,1000,0.23511539593470548,0.2328310253268982,3002.345900774002,42
ch6_helm3_la500,16,256,32,32,163375,1000,0.08441793643312,0.08544252165859852,2574.6010003089905,42
ch6_helm3_la500,17,768,64,96,769359,1000,0.0916830961990961,0.0934347691567222,4295.127722501755,42
ch6_helm3_la500,18,128,32,64,111791,1000,0.21569273875293415,0.22019475270032823,2183.8498854637146,42
ch6_helm3_la500,19,512,64,48,418383,1000,0.20645489819678053,0.2040012640008312,2783.9349133968353,42
ch6_helm3_la500,20,768,32,32,705583,1000,0.23088344021909543,0.22964435337133995,4086.813174009323,42
ch6_helm3_la500,21,128,16,32,95263,1000,0.20435305684471053,0.2072686479527378,2126.2376232147217,42
ch6_helm3_la500,22,128,32,80,112815,1000,0.05778440490089133,0.05729881966626177,2405.880905151367,42
ch6_helm3_la500,23,128,64,128,157135,1000,0.008610321127571771,0.008340645295481557,2715.6219639778137,42
